tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration
N546LM,16-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",03:56PM AKST,04:53PM AKST,0:57
N546LM,16-Jan-2023,BE20,Venetie (VEE / PAVE),"Venetie (Venetie, AK) - VEE / PAVE",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",08:18AM AKST,08:58AM AKST,0:40
N546LM,16-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",06:53AM AKST,07:26AM AKST (?),0:33
N546LM,15-Jan-2023,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:20AM AKST,07:10AM AKST,0:50
N546LM,15-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",04:40AM AKST,05:43AM AKST (?),1:02
N546LM,15-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:32AM AKST,02:27AM AKST,0:54
N546LM,14-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:50PM AKST,12:50AM AKST (+1),1:00
N546LM,14-Jan-2023,BE20,Huslia (HLA / PAHL),"Huslia (Huslia, AK) - HLA / PAHL",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:40PM AKST,07:04PM AKST,1:24
N546LM,14-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Huslia (HLA / PAHL),"Huslia (Huslia, AK) - HLA / PAHL",03:56PM AKST,04:53PM AKST (?),0:56
N546LM,13-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:12PM AKST,04:11PM AKST,0:58
N546LM,13-Jan-2023,BE20,Emmonak (ENM / PAEM),"Emmonak (Emmonak, AK) - ENM / PAEM",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:21AM AKST,12:58PM AKST,1:37
N546LM,13-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Emmonak (ENM / PAEM),"Emmonak (Emmonak, AK) - ENM / PAEM",08:55AM AKST,11:05AM AKST (?),2:10
N546LM,12-Jan-2023,BE20,Venetie (VEE / PAVE),"Venetie (Venetie, AK) - VEE / PAVE",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:21PM AKST,10:58PM AKST,0:37
N546LM,12-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",09:27PM AKST,10:00PM AKST,0:32
N546LM,12-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",08:25PM AKST,09:21PM AKST,0:55
N546LM,12-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:40PM AKST,06:44PM AKST,1:04
N546LM,12-Jan-2023,BE20,Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:24PM AKST,04:20PM AKST,0:56
N546LM,12-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",01:42PM AKST,03:00PM AKST (?),1:18
N546LM,12-Jan-2023,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:34AM AKST,12:33PM AKST,0:58
N546LM,12-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",09:49AM AKST,10:46AM AKST,0:56
N546LM,11-Jan-2023,BE20,Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",06:26PM AKST,07:25PM AKST,0:59
N546LM,11-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",05:10PM AKST,05:40PM AKST (?),0:29
N546LM,10-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",04:07PM AKST,04:41PM AKST (?),0:34
N546LM,10-Jan-2023,BE20,Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:36PM AKST,03:01PM AKST,1:24
N546LM,10-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nulato (NUL / PANU),"Nulato (Nulato, AK) - NUL / PANU",12:03PM AKST,01:10PM AKST (?),1:07
N546LM,10-Jan-2023,BE20,Merrill Field (MRI / PAMR),"Merrill Field (Anchorage, AK) - MRI / PAMR",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:53AM AKST,02:47AM AKST,0:53
N546LM,10-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Merrill Field (MRI / PAMR),"Merrill Field (Anchorage, AK) - MRI / PAMR",12:07AM AKST,01:08AM AKST,1:01
N546LM,09-Jan-2023,BE20,Wiley Post-Will Rogers (BRW / PABR),"Wiley Post-Will Rogers (Utqiagvik, AK) - BRW / PABR",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:25PM AKST,07:13PM AKST,1:48
N546LM,09-Jan-2023,BE20,Nuiqsut (PAQT),"Nuiqsut (Nuiqsut, AK) - PAQT",Wiley Post-Will Rogers (BRW / PABR),"Wiley Post-Will Rogers (Utqiagvik, AK) - BRW / PABR",03:49PM AKST,04:24PM AKST,0:35
N546LM,09-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Nuiqsut (PAQT),"Nuiqsut (Nuiqsut, AK) - PAQT",01:55PM AKST,03:22PM AKST,1:27
N546LM,09-Jan-2023,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",12:08PM AKST,12:42PM AKST,0:34
N546LM,09-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",11:16AM AKST,11:57AM AKST,0:40
N546LM,08-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",04:55PM AKST,05:49PM AKST,0:53
N546LM,08-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:56PM AKST,03:05PM AKST,1:08
N546LM,08-Jan-2023,BE20,"Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:03AM AKST,02:53AM AKST,0:50
N546LM,07-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,11:53PM AKST,12:57AM AKST (+1),1:03
N546LM,07-Jan-2023,BE20,Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:40PM AKST,04:10PM AKST,0:30
N546LM,07-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Ralph M Calhoun Meml (TAL / PATA),"Ralph M Calhoun Meml (Tanana, AK) - TAL / PATA",02:28PM AKST,03:26PM AKST,0:57
N546LM,07-Jan-2023,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:13AM AKST,12:38PM AKST,1:24
N546LM,07-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",07:59AM AKST,09:53AM AKST,1:53
N546LM,07-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",07:59AM AKST,,Diverted
N546LM,06-Jan-2023,BE20,Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",05:50PM AKST,06:05PM AKST,0:14
N546LM,06-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fort Yukon (PFYU),"Fort Yukon (Fort Yukon, AK) - PFYU",04:41PM AKST,05:16PM AKST (?),0:34
N546LM,05-Jan-2023,BE20,Ruby (RBY / PARY),"Ruby (Ruby, AK) - RBY / PARY",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:55PM AKST,11:46PM AKST,0:51
N546LM,05-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Ruby (RBY / PARY),"Ruby (Ruby, AK) - RBY / PARY",09:50PM AKST,10:41PM AKST (?),0:51
N546LM,05-Jan-2023,BE20,"Near Fort Yukon, AK",L 66.14095 -146.01296,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",First seen 07:19PM AKST,07:42PM AKST,0:23
N546LM,05-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA","Near Fort Yukon, AK",L 66.02261 -146.09515,06:07PM AKST,Last seen 06:30PM AKST,0:22
N546LM,05-Jan-2023,BE20,Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:00PM AKST,04:09PM AKST,1:09
N546LM,05-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",01:33PM AKST,02:45PM AKST (?),1:11
N546LM,05-Jan-2023,BE20,Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:13AM AKST,12:27PM AKST,1:14
N546LM,05-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Kaltag (KAL / PAKV),"Kaltag (Kaltag, AK) - KAL / PAKV",09:37AM AKST,10:48AM AKST (?),1:11
N546LM,05-Jan-2023,BE20,Koyukuk (KYU / PFKU),"Koyukuk (Koyukuk, AK) - KYU / PFKU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:06AM AKST,03:12AM AKST,1:05
N546LM,05-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Koyukuk (KYU / PFKU),"Koyukuk (Koyukuk, AK) - KYU / PFKU",12:49AM AKST,01:54AM AKST (?),1:04
N546LM,04-Jan-2023,BE20,Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:36AM AKST,03:17AM AKST,0:41
N546LM,04-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",01:23AM AKST,02:11AM AKST (?),0:47
N546LM,02-Jan-2023,BE20,Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:36PM AKST,12:36AM AKST (+1),1:00
N546LM,02-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anaktuvuk Pass (PAKP),"Anaktuvuk Pass (Anaktuvuk Pass, AK) - PAKP",09:54PM AKST,10:52PM AKST (?),0:58
N546LM,02-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:56AM AKST,09:40AM AKST,1:43
N546LM,02-Jan-2023,BE20,Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",02:53AM AKST,03:28AM AKST,0:35
N546LM,01-Jan-2023,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Ruby (RBY / PARY),"Ruby (Ruby, AK) - RBY / PARY",11:20PM AKST,12:30AM AKST (+1),1:09
N546LM,01-Jan-2023,BE20,Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:23PM AKST,08:08PM AKST,0:45
N546LM,01-Jan-2023,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Gulkana (GKN / PAGK),"Gulkana (Gulkana, AK) - GKN / PAGK",05:55PM AKST,06:47PM AKST,0:52
N546LM,30-Dec-2022,BE20,Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",03:00PM AKST,03:54PM AKST,0:54
N546LM,30-Dec-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Hughes (HUS / PAHU),"Hughes (Hughes, AK) - HUS / PAHU",02:06PM AKST,02:54PM AKST (?),0:47
N546LM,30-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",11:54AM AKST,12:49PM AKST,0:55
N546LM,30-Dec-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:36AM AKST,07:12AM AKST,1:36
N546LM,30-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",02:43AM AKST,04:16AM AKST,1:33
N546LM,29-Dec-2022,BE20,Lake Hood (LHD / PALH),"Lake Hood (Anchorage, AK) - LHD / PALH",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:21PM AKST,03:32PM AKST,0:10
N546LM,14-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:20AM AKST,12:31PM AKST,2:11
N546LM,07-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",02:18PM AKST,05:37PM AKST,3:18
N546LM,07-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:31AM AKST,01:03PM AKST,2:31
N546LM,05-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",02:12PM AKST,05:34PM AKST,3:21
N546LM,05-Dec-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",01:09PM AKST,01:26PM AKST,0:17
N546LM,05-Dec-2022,BE20,Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",10:47AM AKST,11:28AM AKST,0:40
N546LM,04-Dec-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",02:44AM AKST,03:37AM AKST,0:53
N546LM,04-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",01:56AM AKST,02:14AM AKST,0:17
N546LM,04-Dec-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:06AM AKST,12:24AM AKST,0:18
N546LM,03-Dec-2022,BE20,Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",09:51PM AKST,10:38PM AKST,0:46
N546LM,03-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kodiak (PADQ),"Kodiak (Kodiak, AK) - PADQ",07:20PM AKST,08:23PM AKST,1:03
N546LM,03-Dec-2022,BE20,Platinum (PTU / PAPM),"Platinum (Platinum, AK) - PTU / PAPM",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:03PM AKST,05:28PM AKST,1:25
N546LM,03-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Platinum (PTU / PAPM),"Platinum (Platinum, AK) - PTU / PAPM",01:49PM AKST,03:38PM AKST,1:48
N546LM,03-Dec-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:44AM AKST,07:57AM AKST,0:13
N546LM,02-Dec-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:09PM AKST,11:28PM AKST,1:19
N546LM,02-Dec-2022,BE20,Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",06:29PM AKST,08:09PM AKST,1:40
N546LM,26-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Unalaska (DUT / PADU),"Unalaska (Unalaska, AK) - DUT / PADU",10:48AM AKST,02:22PM AKST,3:33
N546LM,25-Nov-2022,BE20,Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:40PM AKST,05:06PM AKST,0:26
N546LM,25-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",03:08PM AKST,03:26PM AKST,0:18
N546LM,24-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",06:48AM AKST,07:05AM AKST,0:17
N546LM,24-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",06:23AM AKST,06:39AM AKST,0:15
N546LM,24-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:08AM AKST,04:25AM AKST,0:17
N546LM,24-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",02:44AM AKST,02:59AM AKST,0:15
N546LM,24-Nov-2022,BE20,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:37AM AKST,01:35AM AKST,0:58
N546LM,23-Nov-2022,BE20,Allakaket (6A8 / PFAL),"Allakaket (Allakaket, AK) - 6A8 / PFAL",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",10:47PM AKST,11:27PM AKST,0:40
N546LM,23-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Allakaket (6A8 / PFAL),"Allakaket (Allakaket, AK) - 6A8 / PFAL",08:56PM AKST,10:27PM AKST,1:31
N546LM,23-Nov-2022,BE20,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:27PM AKST,03:54PM AKST,1:26
N546LM,23-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",11:20AM AKST,12:50PM AKST,1:30
N546LM,22-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:34PM AKST,09:00PM AKST,0:25
N546LM,22-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",08:05PM AKST,08:22PM AKST,0:17
N546LM,22-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",05:55PM AKST,06:18PM AKST,0:22
N546LM,22-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",04:32PM AKST,04:50PM AKST,0:17
N546LM,22-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",02:42PM AKST,03:15PM AKST,0:33
N546LM,22-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",12:40PM AKST,01:18PM AKST,0:38
N546LM,22-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:13AM AKST,03:28AM AKST,0:15
N546LM,22-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",02:46AM AKST,03:02AM AKST,0:15
N546LM,22-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:46AM AKST,01:02AM AKST,0:16
N546LM,21-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",09:42PM AKST,09:59PM AKST,0:16
N546LM,21-Nov-2022,BE20,Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",07:37PM AKST,07:52PM AKST,0:15
N546LM,21-Nov-2022,BE20,Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",Kenai Muni (ENA / PAEN),"Kenai Muni (Kenai, AK) - ENA / PAEN",06:36PM AKST,06:41PM AKST,0:04
N546LM,21-Nov-2022,BE20,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",05:21PM AKST,05:38PM AKST,0:16
N546LM,20-Nov-2022,BE20,Soldotna (SXQ / PASX),"Soldotna (Soldotna, AK) - SXQ / PASX",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",12:33PM AKST,12:53PM AKST,0:19
